filename,genre,tempo,spectral_centroid,zero_crossing_rate,rmse,bandwidth,chroma,beat_strength,tempo_variation,onset_density,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13
blues.00013.wav,blues,107.666015625,1324.5278252945684,0.0514017032820959,0.113129914,1827.8501316965392,0.26491037,1.3763235,0.18444221132417363,4.764549089293648,-209.80392,124.46476,10.309394,47.016357,6.478227,15.41512,-2.0159416,6.7262187,-21.543222,10.720836,-5.5328465,-2.1957276,-3.0491858
blues.00014.wav,blues,151.99908088235293,1171.967431930455,0.045036675850734724,0.066998236,1705.3701299892873,0.32889304,1.38883,0.18694175561659354,3.231896934695691,-305.66437,113.07102,12.107334,45.052197,17.734385,14.590071,4.147996,0.22631156,-7.021587,13.646477,8.91421,1.3037988,5.954979
blues.00015.wav,blues,99.38401442307692,1420.438571434397,0.06370125495456304,0.0806058,1731.176852967896,0.26973152,1.4591554,0.19531001076320664,4.1314971123944915,-238.51962,120.10219,-4.2219477,42.29459,5.923822,13.911398,5.350524,1.8952671,-16.928087,12.343145,3.9388995,-1.3966829,0.01302776
blues.00016.wav,blues,103.359375,1455.0726339659166,0.06134406117072699,0.081422575,1826.0433384175,0.30818358,1.4060903,0.1988113092213838,3.331852509995558,-233.77281,120.66434,-3.1640923,39.514828,3.8315244,18.828156,-3.6787386,4.4254684,-14.964929,17.571478,1.8461249,2.5500886,-1.2302392
blues.00017.wav,blues,161.4990234375,1089.0053435041514,0.048326248912412995,0.09327623,1411.0016368511904,0.30222705,1.5880096,0.17697027396164872,4.298089737894269,-245.68721,140.48125,-2.7912188,60.404514,18.903513,9.828394,3.563824,0.5228627,-16.378489,6.6293535,7.2584243,-4.0212345,1.601125
blues.00018.wav,blues,83.35433467741936,1537.4913865266892,0.056141769987432324,0.07967066,2053.965411394372,0.27006894,1.2209569,0.19171088607703324,3.798311861394936,-252.48178,104.94516,15.296445,42.68784,6.770452,21.611765,-1.3111783,5.681745,-16.636873,12.16935,-1.9619533,1.9602653,-0.89822763
blues.00019.wav,blues,123.046875,1195.4981309471507,0.05888603900812065,0.09761591,1481.0226384301282,0.2574455,1.5637485,0.18535087832141015,4.831186139493559,-236.67947,138.4056,-4.9304795,47.6545,5.1578503,8.887806,0.48740572,-3.788342,-14.984866,10.428946,-0.34138432,0.7833589,1.7809838
blues.00020.wav,blues,135.99917763157896,1390.3828142454292,0.05258634232405259,0.07542555,1911.218377821177,0.3026832,1.394577,0.1910464300490074,4.797867614393603,-230.36378,127.07773,7.114696,39.767056,1.921722,17.410606,-5.626918,8.2406645,-18.116041,13.844725,-3.7571113,2.579849,-4.3167143
blues.00021.wav,blues,99.38401442307692,1046.7751266104485,0.047907452387857694,0.1010843,1481.0558466484933,0.3213102,1.4756387,0.1794419065637545,4.231452687694358,-264.67126,138.85434,11.167329,48.523926,14.904313,20.586437,3.2061763,1.2635794,-15.839374,15.975112,3.358218,-1.506641,1.8969209
blues.00022.wav,blues,99.38401442307692,1155.8692567088647,0.05856995903422274,0.113379315,1497.9367164622345,0.3066106,1.5292397,0.17061447249069667,4.0648600621945805,-233.96312,136.14453,3.306636,48.930626,8.705184,13.989511,5.3627157,0.4101891,-13.483557,16.860369,5.134752,-2.2307274,3.9538214
blues.00023.wav,blues,95.703125,1210.1413910383174,0.052467009860788866,0.1019351,1497.6767028673225,0.28080696,1.4347608,0.19158143174517359,4.764549089293648,-227.2558,137.76518,-14.502317,63.57536,5.6017485,11.988768,1.8891488,-1.8709356,-7.618035,-2.4516425,-2.8980217,-9.433825,-10.939208
blues.00024.wav,blues,103.359375,1120.166568707164,0.04727604770881671,0.08692267,1448.1227679043818,0.26306966,1.6092191,0.1825524962762725,4.36472678809418,-274.37683,130.40738,-6.3574686,70.38822,13.269663,9.472181,7.7330894,-1.2365493,-0.5709879,-2.2971628,3.7794154,0.08548226,-0.9368571
blues.00025.wav,blues,92.28515625,1109.3207630441668,0.051697390999613305,0.0891659,1463.1107858840894,0.29094827,1.472139,0.17536441224721966,4.531319413593958,-249.31532,131.00032,0.6778697,66.70416,17.911272,4.6232767,6.603809,1.2421156,1.4099406,-1.5849273,-0.9725387,-3.5726154,-2.9297993
blues.00026.wav,blues,83.35433467741936,1198.8570176825058,0.05197268646075019,0.07705383,1573.3099533109162,0.27857408,1.4343561,0.15402999069675932,3.4318080852954242,-284.64056,108.80131,9.085319,51.198063,18.07189,7.6021547,8.755716,2.354091,0.0033669882,2.2484956,4.1991253,-3.283064,1.6176829
blues.00027.wav,blues,95.703125,1392.0263572927067,0.07241441294470224,0.09575479,1494.8775639502574,0.28868246,1.3226612,0.20631228843425897,4.59795646379387,-228.20984,130.32317,-23.311424,70.20095,1.1310548,7.584427,0.9005107,1.9828155,-6.1644154,-9.382748,-2.56378,-4.5257525,-0.2604644
blues.00028.wav,blues,103.359375,1115.5894796268226,0.04801998743232792,0.099547915,1398.7226588974142,0.27611077,1.5134022,0.18631621078903238,4.231452687694358,-248.98882,139.05774,-16.27087,57.13715,20.188509,10.186957,4.5429106,0.3310719,-7.8745785,-3.4545717,-2.6574361,-2.8329575,-0.9046587
blues.00029.wav,blues,129.19921875,1648.8848322083284,0.05289486961040216,0.124684155,2190.0464211359326,0.28052026,1.5414484,0.1911536202146441,3.531763660595291,-233.72897,101.19028,17.647951,23.734175,2.082544,25.9364,-16.956388,15.084955,-22.273956,4.3816123,-23.201656,-6.05058,-5.0679283
blues.00030.wav,blues,143.5546875,1379.0236797531356,0.039366118039443156,0.17000204,2003.7311331314502,0.26335758,1.3657365,0.21679359941146828,5.597512216792537,-206.93233,117.80414,23.241365,28.308992,-1.1260132,18.867393,-21.973022,17.844067,-25.595348,2.1395233,-17.782476,-8.011028,-17.610441
blues.00031.wav,blues,151.99908088235293,1330.6062681557469,0.04294722484048724,0.15147567,1973.2623612410227,0.2537176,1.3493702,0.20483927464661553,5.330964015992892,-221.87302,110.8554,18.636082,30.922962,3.2964358,22.585636,-20.40369,12.121833,-26.332514,-4.367301,-26.395552,-13.047178,-12.667627
blues.00032.wav,blues,123.046875,1309.7746510229813,0.03938839846771075,0.10122466,1883.25814994079,0.2761858,1.1749363,0.15545333789999435,3.6650377609951135,-288.7327,105.90115,18.776207,23.682646,5.6820407,25.54894,-13.463247,12.437669,-11.96367,1.5746146,-15.640525,-6.632071,-11.693039
blues.00033.wav,blues,151.99908088235293,1430.6028402421161,0.04197368341550657,0.13316597,2075.7185500837736,0.26077786,1.3737781,0.19548806320525777,4.797867614393603,-238.96988,108.68233,34.158817,30.20716,-0.49822143,27.279755,-21.37793,14.166391,-24.509224,-1.8904003,-28.051817,-11.25711,-16.457558
blues.00034.wav,blues,129.19921875,1537.0761619483683,0.04570244525812065,0.13590334,2157.2970666776923,0.26217148,1.5123171,0.19497089166449139,4.331408262994225,-217.18364,105.78522,15.602849,25.24884,-1.4500505,30.19327,-17.716623,17.319042,-27.213602,4.3382816,-20.0573,-10.700285,-14.228785
blues.00035.wav,blues,129.19921875,1507.1579850499309,0.04541997474381284,0.1732646,2096.930874279644,0.28827715,1.3045759,0.19775036009726782,4.764549089293648,-171.79478,120.28173,15.331752,21.094315,-5.395446,24.185547,-24.130846,18.545135,-22.342926,1.3107406,-20.765268,-4.9916906,-17.108128
blues.00036.wav,blues,151.99908088235293,1247.5800479447828,0.03690734060808198,0.19766894,1907.821245646264,0.23332669,1.4615685,0.2027587456276154,6.063971568191915,-200.18538,116.348595,17.990738,25.287697,0.28717074,24.193773,-22.253931,11.182934,-26.854319,-7.637254,-24.876745,-12.010829,-17.024942
blues.00037.wav,blues,123.046875,1188.4732078138645,0.048163866130123745,0.06915838,1683.0974006146994,0.24866745,1.4866234,0.1261238148484517,3.3984895601954688,-328.56018,102.709816,19.872597,26.714405,7.1520658,22.708387,-6.9570885,12.789707,-10.729283,-0.4425991,-12.38671,-8.909131,-9.21501
blues.00038.wav,blues,129.19921875,1514.1569585845884,0.044373172249613305,0.16801718,2140.992473926623,0.26584658,1.3932029,0.19159634193675787,4.36472678809418,-192.69032,111.157486,21.351843,26.396648,-0.6495013,23.487047,-25.476696,16.92198,-16.971931,5.785404,-25.736197,-5.0530734,-17.632252
blues.00039.wav,blues,117.45383522727273,1151.310495788512,0.03532089858855375,0.08582264,1709.5320969670431,0.2553486,1.1772794,0.16425723158553987,3.698356286095069,-301.70804,111.53328,21.896053,16.15057,8.19879,22.081917,-8.601798,1.4827529,-17.077759,-8.343712,-17.010778,-10.576027,-15.687029
blues.00040.wav,blues,117.45383522727273,2272.4696393575077,0.09764303279679042,0.13481365,2356.725898674212,0.39795133,1.4289005,0.20454858342337423,5.764104842292315,-110.285034,90.71587,-2.5352986,74.0649,-11.763082,39.210945,-13.171311,20.544195,-17.162983,12.81397,-21.437147,5.957196,-8.026906
blues.00041.wav,blues,129.19921875,2390.421813618198,0.10226074596384377,0.12910546,2463.309240183229,0.38697547,1.2478937,0.21648304205964017,4.731230564193692,-107.203255,88.4929,-4.1719,55.477848,-8.0177145,38.413597,-6.4136605,28.57575,-19.81994,13.2446995,-19.248566,12.076122,-4.582267
blues.00042.wav,blues,89.10290948275862,2301.5769168965485,0.09782391966357308,0.110940404,2367.5022763134966,0.37769634,1.2089518,0.19062411381814093,4.031541537094625,-159.5804,69.806015,-4.402107,76.845116,3.914898,45.175888,-4.860274,32.20158,-9.805074,7.809358,-21.826738,9.69575,-2.5847607
blues.00043.wav,blues,129.19921875,2155.845202161907,0.08717463022041763,0.12730543,2371.995585844167,0.39893433,1.3094105,0.19563294675598286,4.797867614393603,-109.140686,100.61966,-8.666454,47.35473,-6.568465,39.617756,-8.521924,29.572609,-16.594837,13.170881,-24.213415,6.5830193,-8.652447
blues.00044.wav,blues,135.99917763157896,2279.0311186490426,0.09252533171403712,0.13620916,2375.2320905788447,0.3901175,1.3274101,0.21858099254507946,6.430475344291426,-109.53125,86.928795,-8.606024,64.480484,-6.3028746,43.645935,-8.295384,28.543196,-14.0814905,8.137966,-21.484118,11.087111,-5.095303
blues.00045.wav,blues,129.19921875,1739.1187830723618,0.048048310010634185,0.14828186,2290.362915529216,0.4296856,1.2795707,0.2269122576454652,7.563305197689916,-163.24342,89.78384,12.974768,80.69835,3.6637852,39.734093,-5.409266,26.490929,-13.169032,2.7055442,-20.547697,6.011405,-2.906491
blues.00046.wav,blues,123.046875,1913.013075046242,0.05845780162412993,0.10254586,2361.665525153213,0.38802335,1.2494762,0.15442227945143966,3.7316748111950244,-182.60481,90.67421,14.124648,67.552986,2.6751463,38.430412,-8.419176,24.123713,-13.794528,4.8405757,-16.67912,5.8271174,-5.146392
blues.00047.wav,blues,151.99908088235293,2013.0124617688687,0.07532370818832174,0.11219959,2310.0926355891247,0.33642253,1.0732969,0.1983318185986518,3.3984895601954688,-149.96422,93.663895,6.347333,71.49793,-8.129108,36.19368,-9.783754,17.647097,-21.112295,-0.13059244,-22.204636,5.426575,-7.464398
blues.00048.wav,blues,123.046875,2148.129104035021,0.09876687270398299,0.123896696,2204.0829869674467,0.37950882,1.2426265,0.21390118369855135,4.631274988893825,-106.39663,102.66919,-20.160875,59.366917,-9.960423,33.70237,-14.18707,23.524565,-13.328021,16.00551,-18.926495,7.8249483,-7.797836
blues.00049.wav,blues,123.046875,1318.6118508553814,0.039961269818252126,0.08853809,1904.751803584167,0.2775931,1.1152009,0.1372717529167783,2.3989338071968014,-255.96312,110.83974,21.46607,67.558914,4.2955728,43.095005,-4.5027637,10.435257,-8.718684,1.6503065,-20.581207,-2.4358413,-7.146028
blues.00050.wav,blues,135.99917763157896,1945.2525228542231,0.08579060022718484,0.18228516,2081.763029936078,0.40100908,1.3934809,0.18663447743387385,4.9977787649933365,-83.02948,107.10442,-25.338032,57.1057,0.07983573,34.69768,-11.060306,20.54429,-11.203026,14.825527,-10.235622,12.548191,-9.764642
blues.00051.wav,blues,99.38401442307692,1977.0957174136204,0.10660165313225058,0.19659239,1927.7012073969408,0.39370215,1.3061333,0.21224675334819862,4.831186139493559,-55.631004,114.9514,-37.04922,64.900314,-7.1699824,15.256333,-16.24762,18.646315,-9.762152,21.460814,-5.662462,12.79181,-16.540878
blues.00052.wav,blues,151.99908088235293,1443.75011263222,0.0671879531612529,0.09884554,1670.6889547376036,0.33900782,1.364117,0.11681919505009596,2.565526432696579,-225.26271,117.62647,-14.538812,64.79437,12.911809,19.036669,10.670199,9.886924,-2.3937402,11.683764,1.5412837,3.0635996,-7.6256156
blues.00053.wav,blues,103.359375,2171.3957422720473,0.1328151434406419,0.1682386,1954.254740024489,0.41244242,1.4446157,0.17588811151589348,3.798311861394936,-76.74658,105.751114,-43.19778,60.959892,-8.785327,21.246374,-12.868538,18.610828,-11.409451,14.548588,-6.056464,12.733198,-9.375089
blues.00054.wav,blues,92.28515625,2030.617038436817,0.10339893597737819,0.20083979,1987.1997406909852,0.45287964,1.4016066,0.2177114729014483,5.830741892492226,-57.94168,109.0066,-36.21867,64.044914,1.4201571,26.318415,-17.484892,20.42565,-9.550732,18.168364,-6.064984,13.87447,-11.29574
blues.00055.wav,blues,135.99917763157896,2031.993384922239,0.11311924485208817,0.15766303,1976.3541224550038,0.43304595,1.3878078,0.19168134804455927,5.031097290093292,-98.7711,104.79962,-35.097168,60.695198,-2.8405917,22.22947,-7.831078,19.035414,-11.572287,17.017876,-5.3780265,12.197646,-9.955082
blues.00056.wav,blues,161.4990234375,1811.5485980815154,0.07550308451759474,0.13775411,2052.001565455246,0.39099976,1.2095096,0.14387756835808652,2.665482007996446,-145.29242,102.850784,-12.567545,56.993618,2.2211056,26.614082,-4.29843,17.341423,-8.0161295,15.237474,-6.9487624,7.4706607,-10.477944
blues.00057.wav,blues,92.28515625,1886.9577813534856,0.08993966913186388,0.17591807,1913.2410487331017,0.42442203,1.5040896,0.16834536260564054,3.6650377609951135,-92.73328,115.32343,-35.068226,57.875343,1.8522307,26.613142,-14.536868,22.12833,-8.207464,11.016058,-5.6494255,7.278642,-10.204165
blues.00058.wav,blues,107.666015625,2068.3321715132797,0.10435170751160093,0.16190661,2033.9588199378036,0.35681704,1.4011854,0.16554875809424238,3.8982674366948027,-95.44059,105.23433,-26.953482,60.816486,-4.854668,21.543472,-13.520524,12.1355295,-20.231928,12.156194,-5.2262135,10.267819,-9.4598
blues.00059.wav,blues,107.666015625,2235.572388922088,0.1422416527697216,0.169917,2099.7993513140104,0.40597057,1.4260012,0.163983520083144,4.797867614393603,-86.268684,91.95878,-23.415852,68.26197,-3.8848531,22.747065,-9.897946,16.88897,-11.390698,18.429132,-7.012551,10.759532,-11.943845
blues.00060.wav,blues,151.99908088235293,1946.448570450021,0.09742287195475638,0.19617338,1979.9041422588339,0.4308489,1.3487252,0.21504049141179382,5.597512216792537,-67.761024,111.7113,-34.646255,61.319546,0.04420201,30.561481,-12.693844,21.164927,-13.122508,16.284252,-6.337016,12.300311,-12.475308
blues.00061.wav,blues,129.19921875,2503.937744869009,0.16753371519721577,0.14166255,2180.4392324623273,0.45195466,1.3362774,0.22543067303864667,5.097734340293203,-82.52998,94.164505,-27.112602,75.65927,-27.521812,35.577274,-20.303492,25.112026,-15.370209,11.353972,-13.391486,8.14732,-8.500546
blues.00062.wav,blues,112.34714673913044,2280.154186884487,0.11714180624033256,0.10622777,2119.794149811145,0.3119012,1.4642825,0.18852308940703796,3.9649044868947136,-144.92339,95.732994,-21.616442,49.62627,-29.88752,29.351145,-18.850819,17.902308,-9.670824,5.516722,-9.557408,6.359987,-21.088718
blues.00063.wav,blues,92.28515625,2839.8868647026125,0.15441054294760248,0.0962278,2443.989707087495,0.33038977,1.3265237,0.20154464992045373,4.531319413593958,-129.15756,72.09806,-7.7710886,49.25128,-32.72323,21.60696,-27.37162,15.001658,-10.260744,12.431697,-17.031103,7.1205482,-18.018095
blues.00064.wav,blues,151.99908088235293,2553.3610730069104,0.14683293153035576,0.11737103,2280.187545125477,0.3326599,1.2723612,0.22348794739330882,5.297645490892937,-85.13846,88.807526,-16.32557,59.228165,-35.98338,14.397045,-22.296473,9.660772,-14.823983,11.181689,-14.806866,8.475102,-19.587511
blues.00065.wav,blues,107.666015625,2816.3627737389425,0.14628196297370458,0.10029806,2372.057664509357,0.29277053,1.3107945,0.22653053933804324,4.9977787649933365,-118.35662,74.87531,-19.866089,46.94456,-32.55983,23.820112,-26.355211,17.678152,-13.824853,11.931674,-17.888668,7.5392737,-22.89513
blues.00066.wav,blues,161.4990234375,2340.734161475744,0.12179161832946636,0.11043558,2256.3917617942093,0.37472302,1.5081028,0.1970033393883112,5.330964015992892,-116.60201,97.43107,-13.89173,48.96764,-22.596458,27.759014,-20.245163,18.638863,-14.6395855,8.482747,-16.644682,11.017631,-13.866874
blues.00067.wav,blues,161.4990234375,2258.115149720309,0.1127057352088167,0.12903984,2175.9191964932897,0.3379236,1.3794506,0.2448692729023026,5.564193691692581,-95.46357,101.38746,-20.677706,48.668915,-30.248262,20.807701,-18.291418,14.138235,-12.799491,13.443616,-14.068502,7.7323503,-19.215456
blues.00068.wav,blues,161.4990234375,2513.3453575324424,0.13510738411156226,0.103048205,2345.021076813045,0.28943267,1.3597847,0.20324000664442343,5.630830741892493,-113.20137,88.7261,-8.926565,49.474174,-34.579094,15.856428,-17.74022,14.707291,-11.190547,15.368716,-15.0683975,8.74908,-18.629265
blues.00069.wav,blues,123.046875,2371.309053062197,0.12512877332269914,0.11649022,2209.900826389146,0.29205313,1.2658001,0.23977785140829375,4.797867614393603,-121.47392,96.09719,-19.590857,48.038452,-38.784626,24.768978,-32.94141,8.102542,-17.818922,6.1178603,-19.995438,6.800339,-19.33321
blues.00070.wav,blues,143.5546875,2159.398277499849,0.09834769854505027,0.10609345,2130.1820830909164,0.32279274,1.6748834,0.18569022908666735,5.19768991559307,-133.04897,105.73889,-22.158222,41.830692,-26.992502,19.11857,-26.566029,19.235983,-15.342011,6.989914,-10.814381,6.7986693,-11.726956
blues.00071.wav,blues,143.5546875,2429.0040940870153,0.13464138328982986,0.12049756,2286.7671319832234,0.30516553,1.2385522,0.24722124533602882,5.630830741892493,-89.39791,93.79924,-14.558413,54.38949,-33.50723,19.428232,-19.761513,13.029956,-13.86451,14.617379,-14.972617,10.598986,-18.020245
blues.00072.wav,blues,103.359375,2594.754688044524,0.1291906086861949,0.10386268,2518.9037646575443,0.30708113,1.0659088,0.1997717751305212,3.698356286095069,-118.70432,87.64562,6.5529914,45.10232,-38.911594,20.823196,-26.864548,13.807368,-17.236187,5.111261,-15.712021,3.9887707,-27.53658
blues.00073.wav,blues,99.38401442307692,2094.777792927683,0.10054024374033256,0.2596437,2158.361875262641,0.34204182,1.2670364,0.2163749014123992,4.797867614393603,-30.126768,103.738075,-19.742794,56.41043,-12.707871,20.187708,-17.338875,16.300972,-18.438002,8.925146,-11.655669,11.209243,-8.847433
blues.00074.wav,blues,112.34714673913044,2515.4635686314255,0.12089020507057231,0.19693075,2531.2236880607325,0.36715597,1.4186901,0.19709387494448816,3.8316303864948913,-56.0053,87.851326,-1.6130452,41.199356,-5.618329,27.792627,-23.99084,21.776114,-18.41947,12.326554,-13.7120495,11.851395,-3.974117
blues.00075.wav,blues,117.45383522727273,2224.014584740542,0.10850946200696056,0.19198641,2254.733554259283,0.4663816,1.7864436,0.14896772566580574,3.5984007107952025,-86.491806,92.72617,-15.342206,54.05328,0.8746949,31.574251,-14.615236,23.328945,-14.971668,15.337374,-7.053953,12.179845,-6.0996003
blues.00076.wav,blues,117.45383522727273,2645.7246950388817,0.13647177711716937,0.2188772,2426.1337925233142,0.3655845,1.2892345,0.20706711686404977,4.231452687694358,-52.707645,74.45461,-18.709469,56.292683,-3.9566317,31.991102,-16.460794,22.40643,-12.25808,27.22263,-9.239789,7.799893,-10.568794
blues.00077.wav,blues,99.38401442307692,2207.1391896914824,0.11153393573569219,0.24307846,2191.577407234482,0.4089921,1.5242172,0.19710836249347286,4.9977787649933365,-28.989244,104.531006,-30.983427,38.162052,-8.009195,30.894712,-20.608162,25.823612,-12.974684,16.943222,-12.2729435,10.787743,-10.56656
blues.00078.wav,blues,123.046875,2333.5524820822284,0.12381951493619489,0.25799304,2227.361074119378,0.4142273,1.4823151,0.23248173816720827,7.82985339848956,-2.5430133,101.26548,-33.930927,41.52805,-13.817938,31.923836,-21.876541,24.470266,-15.8744135,15.808346,-14.370209,12.514341,-13.378112
blues.00079.wav,blues,161.4990234375,2442.941257538624,0.12468240948859242,0.27078366,2358.6658883014015,0.4215437,1.2927924,0.2195446087032722,6.397156819191471,-3.5798957,92.929634,-25.082928,45.179504,-10.856173,31.863396,-18.044388,28.626354,-10.2277155,14.668069,-14.905226,14.741958,-15.603514
blues.00080.wav,blues,117.45383522727273,1827.2572927983213,0.09403926793310131,0.24235758,1898.4619176162178,0.36832434,1.4843853,0.1789677016731311,4.0648600621945805,-54.706253,119.48301,-34.87408,37.540634,-15.880536,22.081291,-14.661809,18.532047,-9.647198,11.256581,-11.729359,11.540745,-6.4318557
blues.00081.wav,blues,103.359375,2116.8973667172613,0.127271093145785,0.24811445,1956.355893699718,0.38016844,1.3105857,0.2192861237829942,3.7649933362949803,-27.024073,107.31879,-46.839245,40.927616,-21.476635,24.832186,-18.939484,15.274643,-15.052192,12.273417,-15.24018,14.332184,-13.839795
blues.00082.wav,blues,123.046875,2141.540773760361,0.10512510271655066,0.25124043,2168.08535438474,0.33906108,1.4554999,0.21500149534636706,4.797867614393603,-29.367115,108.66699,-25.570353,38.460896,-18.340788,21.792147,-25.148396,22.39537,-17.588984,14.681225,-12.085815,5.48115,-7.6935253
blues.00083.wav,blues,135.99917763157896,2315.021164983005,0.11795032144238206,0.25113833,2261.837306640343,0.42730477,1.4703064,0.22049174346573466,8.529542425588629,-19.882248,98.88733,-24.475313,49.579945,-16.198494,30.193226,-18.027517,27.552814,-11.407699,14.870685,-8.914958,11.668756,-10.893209
blues.00084.wav,blues,112.34714673913044,2060.8418796735327,0.11336735063805105,0.23508118,2084.916613093866,0.39618102,1.4634149,0.15985403110107693,4.331408262994225,-39.007614,112.05693,-31.819195,38.235607,-6.320212,23.320457,-18.772533,23.931019,-10.932699,13.236961,-14.371818,13.3270645,-10.916337
blues.00085.wav,blues,143.5546875,1311.9502871452892,0.05939169143948182,0.15012378,1673.9597094122764,0.31530708,1.4288797,0.20645826374824772,4.697912039093737,-180.20891,131.43243,0.60078657,43.153095,14.135329,25.614765,-5.311873,12.027975,-13.535558,-1.105728,-7.6164746,2.714974,0.77835846
blues.00086.wav,blues,123.046875,1245.6864186148591,0.04881868414056458,0.124884635,1634.5054363833008,0.36592886,1.6120435,0.14104694645116297,3.5984007107952025,-212.79181,139.06325,9.446759,35.453796,12.697431,20.420671,-5.582625,10.889944,-8.73331,8.059619,0.16372377,2.6487746,-1.0296488
blues.00087.wav,blues,172.265625,1441.680806519086,0.05086923880993813,0.1579406,1870.0213726733798,0.33690158,1.4356198,0.17376697444365496,3.798311861394936,-155.5764,125.66273,1.5785859,45.83969,0.92778367,25.383114,-10.812052,15.55901,-11.919288,1.2735361,-6.672881,-0.7844192,-7.7438188
blues.00088.wav,blues,172.265625,1006.8718290855177,0.032053605955143075,0.14199714,1530.6891910337324,0.37785354,1.5151746,0.19046529174458646,6.230564193691693,-194.2843,151.84703,-1.1988219,39.18811,16.589046,18.247795,-1.3970139,14.86903,-11.620167,2.4414866,-5.081939,3.937606,-0.89880383
